file,split,pattern,retention,seed,channel,unit,removed,mae,rmse,gaps,absolute_error_sum,squared_error_sum
V380_Case1_CutFre20.xls,train,random,0.8,0,uplift,m,2198,4.5234201627414925e-06,6.371456542142976e-06,1776,0.0099424775177058,8.922881771357953e-08
V380_Case1_CutFre20.xls,train,random,0.6,0,acceleration,m/s^2,4396,0.08017404470692105,0.13448058367800964,2640,352.4451005316249,79.50178039051835
V380_Case1_CutFre20.xls,train,random,0.6,0,uplift,m,4396,8.408880114189993e-06,1.3541001101322817e-05,2640,0.03696543698197921,8.060448927912092e-07
V380_Case1_CutFre20.xls,train,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case1_CutFre20.xls,train,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case1_CutFre20.xls,train,bursty,0.8,0,acceleration,m/s^2,2198,0.41801981060623544,0.5516220918438376,275,918.8075437125055,668.8226769979563
V380_Case1_CutFre20.xls,train,bursty,0.8,0,uplift,m,2198,4.250782654172519e-05,5.304021528655077e-05,275,0.09343220273871197,6.183555233940751e-06
V380_Case1_CutFre20.xls,train,bursty,0.6,0,acceleration,m/s^2,4396,0.4187123015865232,0.5489021569380947,550,1840.6592777743558,1324.4865684101233
V380_Case1_CutFre20.xls,train,bursty,0.6,0,uplift,m,4396,4.30196272129217e-05,5.404049726694871e-05,550,0.18911428122800378,1.2837970016000564e-05
V380_Case2_CutFre20.xls,train,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case2_CutFre20.xls,train,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case2_CutFre20.xls,train,random,0.8,0,acceleration,m/s^2,1978,0.05106288740836507,0.07471469535575868,1575,101.00239129374611,11.041761118761372
V380_Case2_CutFre20.xls,train,random,0.8,0,uplift,m,1978,4.46195710809048e-06,6.2805456542046e-06,1575,0.00882575115980297,7.80227118473765e-08
V380_Case2_CutFre20.xls,train,random,0.6,0,acceleration,m/s^2,3957,0.09709083616456629,0.19716680792168095,2397,384.1884387031888,153.82738632782105
V380_Case2_CutFre20.xls,train,random,0.6,0,uplift,m,3957,8.236955477148614e-06,1.5950490951759035e-05,2397,0.03259363282307706,1.0067326654596952e-06
V380_Case2_CutFre20.xls,train,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case2_CutFre20.xls,train,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case2_CutFre20.xls,train,bursty,0.8,0,acceleration,m/s^2,1978,0.4906172403154998,0.6512246165828642,248,970.4409013440586,838.8569454596401
V380_Case2_CutFre20.xls,train,bursty,0.8,0,uplift,m,1978,4.1617748526209275e-05,5.4026147378639255e-05,248,0.08231990658484195,5.773435059944173e-06
V380_Case2_CutFre20.xls,train,bursty,0.6,0,acceleration,m/s^2,3957,0.4632259636996884,0.6160781271818224,495,1832.985138359667,1501.888288039397
V380_Case2_CutFre20.xls,train,bursty,0.6,0,uplift,m,3957,3.9850096813784873e-05,5.124340960427774e-05,495,0.15768683309214673,1.039063496928865e-05
V380_Case3_CutFre20.xls,train,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case3_CutFre20.xls,train,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case3_CutFre20.xls,train,random,0.8,0,acceleration,m/s^2,2418,0.045556034063826294,0.06984991558212528,1939,110.15449036633197,11.797447889115006
V380_Case3_CutFre20.xls,train,random,0.8,0,uplift,m,2418,5.580988658606713e-06,8.32016848902128e-06,1939,0.013494830576511033,1.67386542512029e-07
V380_Case3_CutFre20.xls,train,random,0.6,0,acceleration,m/s^2,4836,0.07985648688359506,0.1315716058377791,2893,386.1859705690657,83.71641896977152
V380_Case3_CutFre20.xls,train,random,0.6,0,uplift,m,4836,9.71388834459037e-06,1.5644282109277133e-05,2893,0.04697636403443903,1.1835798692880405e-06
V380_Case3_CutFre20.xls,train,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case3_CutFre20.xls,train,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case3_CutFre20.xls,train,bursty,0.8,0,acceleration,m/s^2,2418,0.4079555437689175,0.5134933533340721,303,986.4365048332426,637.5671750343772
V380_Case3_CutFre20.xls,train,bursty,0.8,0,uplift,m,2418,5.0645951876974697e-05,6.311799908591651e-05,303,0.12246191163852481,9.633026213218395e-06
V380_Case3_CutFre20.xls,train,bursty,0.6,0,acceleration,m/s^2,4836,0.426893719982626,0.5400628915121616,605,2064.4580298359792,1410.5060939490736
V380_Case3_CutFre20.xls,train,bursty,0.6,0,uplift,m,4836,5.118886822102014e-05,6.385153160477315e-05,605,0.2475493667168534,1.9716459474899567e-05
V380_Case4_CutFre20.xls,train,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case4_CutFre20.xls,train,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case4_CutFre20.xls,train,random,0.8,0,acceleration,m/s^2,2418,0.03882106376498442,0.05535434841846211,1933,93.86933218373233,7.409003203196981
V380_Case4_CutFre20.xls,train,random,0.8,0,uplift,m,2418,4.1759372502879424e-06,6.09713179345617e-06,1933,0.010097416271196244,8.988918894617965e-08
V380_Case4_CutFre20.xls,train,random,0.6,0,acceleration,m/s^2,4836,0.06903442024209888,0.11789761695912193,2917,333.8504562907902,67.21966533731825
V380_Case4_CutFre20.xls,train,random,0.6,0,uplift,m,4836,7.5769484995959056e-06,1.3560901581308981e-05,2917,0.0366421229440458,8.893309780112786e-07
V380_Case4_CutFre20.xls,train,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case4_CutFre20.xls,train,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case4_CutFre20.xls,train,bursty,0.8,0,acceleration,m/s^2,2418,0.36961493361739745,0.4638097727881152,303,893.728909486867,520.158963897039
V380_Case4_CutFre20.xls,train,bursty,0.8,0,uplift,m,2418,4.0776702345410255e-05,5.208717982369528e-05,303,0.09859806627120199,6.560213662202072e-06
V380_Case4_CutFre20.xls,train,bursty,0.6,0,acceleration,m/s^2,4836,0.35216824526012164,0.4498366192790959,605,1703.0856340779483,978.5790308389422
V380_Case4_CutFre20.xls,train,bursty,0.6,0,uplift,m,4836,3.7571591046405066e-05,4.908847260777989e-05,605,0.18169621430041488,1.1653203499377565e-05
V380_Case5_CutFre20.xls,validation,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case5_CutFre20.xls,validation,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case5_CutFre20.xls,validation,random,0.8,0,acceleration,m/s^2,2418,0.02961010373997275,0.04255024635014545,1915,71.59723084325411,4.377845737059603
V380_Case5_CutFre20.xls,validation,random,0.8,0,uplift,m,2418,3.362504629965312e-06,4.842679757761235e-06,1915,0.008130536195256124,5.670584121720513e-08
V380_Case5_CutFre20.xls,validation,random,0.6,0,acceleration,m/s^2,4836,0.052405427939363945,0.09055648082615525,2930,253.43264951476405,39.6575029980718
V380_Case5_CutFre20.xls,validation,random,0.6,0,uplift,m,4836,5.9101741389316504e-06,1.0086977804587017e-05,2930,0.028581602135873463,4.920490782693977e-07
V380_Case5_CutFre20.xls,validation,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case5_CutFre20.xls,validation,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case5_CutFre20.xls,validation,bursty,0.8,0,acceleration,m/s^2,2418,0.25929514635074347,0.3411556086332059,303,626.9756638760977,281.4241270119776
V380_Case5_CutFre20.xls,validation,bursty,0.8,0,uplift,m,2418,3.002803294679063e-05,3.825523483743685e-05,303,0.07260778366533974,3.538653515786274e-06
V380_Case5_CutFre20.xls,validation,bursty,0.6,0,acceleration,m/s^2,4836,0.27844774110448484,0.3684299505768927,605,1346.5732759812886,656.441679339395
V380_Case5_CutFre20.xls,validation,bursty,0.6,0,uplift,m,4836,3.229351586758896e-05,4.1342075615919686e-05,605,0.1561714427356602,8.265532657699989e-06
V380_Case6_CutFre20.xls,validation,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case6_CutFre20.xls,validation,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case6_CutFre20.xls,validation,random,0.8,0,acceleration,m/s^2,2198,0.039367322294342255,0.05624602015529127,1752,86.52937440296428,6.953625293714131
V380_Case6_CutFre20.xls,validation,random,0.8,0,uplift,m,2198,3.632589555964785e-06,5.197554788202672e-06,1752,0.007984431844010598,5.937803755645801e-08
V380_Case6_CutFre20.xls,validation,random,0.6,0,acceleration,m/s^2,4396,0.07077913745401711,0.11731068181322413,2628,311.14508824785923,60.49685551265753
V380_Case6_CutFre20.xls,validation,random,0.6,0,uplift,m,4396,6.467805098213419e-06,1.0673449829523022e-05,2628,0.02843247121174619,5.008034474336648e-07
V380_Case6_CutFre20.xls,validation,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case6_CutFre20.xls,validation,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case6_CutFre20.xls,validation,bursty,0.8,0,acceleration,m/s^2,2198,0.3596689693181823,0.4712006936481772,275,790.5523945613647,488.0221459405623
V380_Case6_CutFre20.xls,validation,bursty,0.8,0,uplift,m,2198,3.382456924285919e-05,4.398652841006615e-05,275,0.0743464031958045,4.2527226700898865e-06
V380_Case6_CutFre20.xls,validation,bursty,0.6,0,acceleration,m/s^2,4396,0.37611587508085526,0.482108407670358,550,1653.4053868554397,1021.7557596173859
V380_Case6_CutFre20.xls,validation,bursty,0.6,0,uplift,m,4396,3.498342922386457e-05,4.4907925454539326e-05,550,0.15378715486810865,8.865508894899508e-06
V380_Case7_CutFre20.xls,test,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case7_CutFre20.xls,test,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case7_CutFre20.xls,test,random,0.8,0,acceleration,m/s^2,1978,0.04001883033013007,0.061356332672544096,1579,79.15724639299728,7.446377927749277
V380_Case7_CutFre20.xls,test,random,0.8,0,uplift,m,1978,3.3624511442947385e-06,4.99271713731785e-06,1579,0.006650928363414993,4.930604988944282e-08
V380_Case7_CutFre20.xls,test,random,0.6,0,acceleration,m/s^2,3957,0.07332628348831609,0.13765816040425186,2325,290.1521037632668,74.98423643111799
V380_Case7_CutFre20.xls,test,random,0.6,0,uplift,m,3957,6.346521330315553e-06,1.1816221840541037e-05,2325,0.025113184904058644,5.524886011003663e-07
V380_Case7_CutFre20.xls,test,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case7_CutFre20.xls,test,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case7_CutFre20.xls,test,bursty,0.8,0,acceleration,m/s^2,1978,0.3428797104542942,0.45402222673427656,248,678.216067278594,407.7373687253891
V380_Case7_CutFre20.xls,test,bursty,0.8,0,uplift,m,1978,2.9704686639861064e-05,3.9026198616490566e-05,248,0.05875587017364518,3.012581384981557e-06
V380_Case7_CutFre20.xls,test,bursty,0.6,0,acceleration,m/s^2,3957,0.3499880343716678,0.45024394269429907,495,1384.9026520086895,802.161488590514
V380_Case7_CutFre20.xls,test,bursty,0.6,0,uplift,m,3957,3.0406411781747196e-05,3.913210636605839e-05,495,0.12031817142037365,6.059440159386316e-06
V380_Case8_CutFre20.xls,test,random,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case8_CutFre20.xls,test,random,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case8_CutFre20.xls,test,random,0.8,0,acceleration,m/s^2,2198,0.03291784619233169,0.04985360921790147,1774,72.35342593074506,5.462870409808604
V380_Case8_CutFre20.xls,test,random,0.8,0,uplift,m,2198,3.1547411098472654e-06,4.5087916087288185e-06,1774,0.00693412095944429,4.46835854925336e-08
V380_Case8_CutFre20.xls,test,random,0.6,0,acceleration,m/s^2,4396,0.05983215506972376,0.1095043947953564,2648,263.02215368650565,52.71337005987003
V380_Case8_CutFre20.xls,test,random,0.6,0,uplift,m,4396,5.608141396436465e-06,9.312329057021873e-06,2648,0.024653389578734697,3.8121880096165213e-07
V380_Case8_CutFre20.xls,test,bursty,1.0,0,acceleration,m/s^2,0,,,0,0.0,0.0
V380_Case8_CutFre20.xls,test,bursty,1.0,0,uplift,m,0,,,0,0.0,0.0
V380_Case8_CutFre20.xls,test,bursty,0.8,0,acceleration,m/s^2,2198,0.31976244585155167,0.41645430559763996,275,702.8378559817106,381.2083466544858
V380_Case8_CutFre20.xls,test,bursty,0.8,0,uplift,m,2198,3.1422704240986434e-05,3.9497681632583905e-05,275,0.06906710392168819,3.4290269458590053e-06
V380_Case8_CutFre20.xls,test,bursty,0.6,0,acceleration,m/s^2,4396,0.3085508148790444,0.4135703920930064,550,1356.3893822082791,751.8939026733735
V380_Case8_CutFre20.xls,test,bursty,0.6,0,uplift,m,4396,3.039854745616928e-05,3.955292779328248e-05,550,0.13363201461732016,6.877252290502634e-06
